"","ID","symbols","logFC","P.Value"
"212","hsa-miR-196a","406973",1.367371066,5.85e-05
"213","hsa-miR-20a","406982",1.599317794,1.1e-07
"214","hsa-miR-200c","406985",1.3950628,5.38e-05
"215","hsa-miR-204","406987",5.255500733,4.44e-83
"216","hsa-miR-217","406999",2.709290636,1.1e-10
"217","hsa-miR-224*","407009",-2.943416472,4.22e-18
"218","hsa-miR-25","407014",1.545968369,5.28e-07
"219","hsa-miR-28-3p","407020",1.432959407,1.25e-05
"220","hsa-miR-30b","407030",2.295723025,1.2e-19
"221","hsa-miR-30d","407033",2.263034406,2.04e-19
"222","hsa-miR-320a","407037",1.344828497,0.000106251
"223","hsa-miR-9*","407046",3.56924803,3.43e-35
"224","hsa-miR-92a","407048",1.757023247,5.65e-10
"225","hsa-miR-93","407050",1.790772038,1.43e-10
"226","176032","4071",1.46479600938014,0
"227","109132","4099",1.23091068094072,0
"228","147436","4133",1.03441511751556,0
"229","167316","4147",1.01645627260779,0
"230","165409","4162",1.08322268385825,0
"231","190174","4242",-1.13527490868852,0
"232","109549","4254",-1.06294048047669,0
"233","137942","4257",-1.06399915859901,0
"234","165166","4261",-1.05290824403565,0
"235","189490","4306",1.09955422110385,0
"236","107356","4326",1.26288893817163,0
"237","117162","439921",1.16261503253426,0
"238","151108","440",-1.30162583114899,0
"239","210449","442028",-1.21780737235322,0
"240","hsa-miR-135b*","442891",2.3950628,8.4e-19
"241","hsa-miR-330-5p","442902",1.963474124,5.23e-06
"242","hsa-miR-338-5p","442906",5.416164165,2.78e-75
"243","hsa-miR-339-5p","442907",1.459431619,4.52e-05
"244","hsa-miR-340*","442908",2.17951105,5.95e-10
"245","167635","445",-2.04576804375827,0
"246","141592","460",1.503232313377,0
"247","185687","467",-1.34134980171939,0
"248","206479","4734",-1.04772750677632,0
"249","126129","4773",1.04402464699089,0
"250","203863","4783",-1.37220022154756,0
"251","101444","4791",-1.12107346494262,0
"252","175225","4794",-1.07108124744925,0
"253","191265","4803",-3.9788730894886,0
"254","119643","4804",-1.44500430626449,0
"255","152507","4855",-1.05197565200233,0
"256","hsa-miR-361-3p","494323",1.411426246,6.29e-05
"257","hsa-miR-423-3p","494335",1.673556424,1.05e-08
"258","174632","4948",-2.38268446825357,0
"259","111427","5016",-1.00036185020815,0
"260","138193","5027",1.41524664550426,0
"261","154864","5046",1.25054205199049,0
"262","102926","5054",-1.63837893547489,0
"263","172513","5064",1.03602551138824,0
"264","226138","5098",1.22150790617168,0
"265","130673","5101",1.62900146937163,0
"266","188227","51074",1.12529680313705,0
"267","122271","51439",1.19735792878389,0
"268","164053","5144",-1.88803227106228,0
"269","193743","51554",1.01706929976673,0
"270","151259","5156",1.60989403892844,0
"271","113933","51561",-1.37729411241637,0
"272","200736","5163",-1.02589562341339,0
"273","183096","51633",1.18273369654994,0
"274","119525","51661",1.024008253266,0
"275","182977","51700",-1.3253490120292,0
"276","226501","5245",-1.0426726134408,0
"277","104504","5265",-1.64642371562555,0
"278","134551","5274",1.31960218353731,0
"279","100812","5348",1.09795248881701,0
"280","224429","53828",-1.20955564623402,0
"281","144060","54345",1.01428922745883,0
"282","107741","54414",1.78284286567074,0
"283","137251","54438",-1.50949969152236,0
"284","140544","54504",1.80469341797331,0
"285","160257","54541",-1.21577738050774,0
"286","157769","5460",1.3565675052947,0
"287","174447","54704",-1.5875251681417,0
"288","174526","54757",-1.02845173158244,0
"289","226589","54798",-1.0354269166806,0
"290","191135","54839",-1.1124262648771,0
"291","138890","5493",-1.19983413707635,0
"292","208484","55065",-1.04817306287022,0
"293","221878","55088",-1.17564821778806,0
"294","212088","55107",1.57958244026998,0
"295","155406","55138",-2.44102579576274,0
"296","129739","55217",1.20239232239587,0
"297","218260","55249",1.41796660308571,0
"298","197613","554313",-1.5752457878556,0
"299","169301","55521",-1.86817999260777,0
"300","219949","55740",-1.07381591007491,0
"301","163861","55785",1.03702338175897,0
"302","164732","55800",-1.02785233112714,0
"303","171709","55806",1.19747810216509,0
"304","137034","55859",-2.26611769057036,0
"305","221896","56112",1.02829649950377,0
"306","141446","56125",1.3931032093378,0
"307","168081","56144",-1.13485660668248,0
"308","157942","56672",-1.39846766822933,0
"309","164958","56957",-1.12934025700622,0
"310","187019","57016",-1.18756590280807,0
"311","197907","57088",1.82963904290218,0
"312","227529","574029",-1.65571864489324,0
"313","hsa-miR-362-5p","574030",2.111031312,8.19e-13
"314","hsa-miR-363","574031",4.397802962,2.7e-82
"315","hsa-miR-20b","574032",4.634593268,1.62e-88
"316","hsa-miR-18b","574033",4.444269502,1.55e-47
"317","143454","5744",-1.57506899666002,0
"318","hsa-miR-452","574412",-2.321928095,4.36e-59
"319","153476","57447",1.29380234220876,0
"320","hsa-miR-500*","574502",2.063502942,2.46e-14
"321","hsa-miR-501-3p","574503",2.62058641,2.77e-19
"322","hsa-miR-502-3p","574504",2.066950244,9.8e-11
"323","hsa-miR-514","574516",3.209453366,0.000108265
"324","210498","57530",-1.21525014080946,0
"325","120616","5754",1.00458471198438,0
"326","226808","57575",1.1419444220355,0
"327","134677","57577",1.00825243663321,0
"328","113737","57761",-1.92713340373826,0
"329","123744","5806",-2.81457476998282,0
"330","191394","583",1.00295407062348,0
"331","202882","586",-1.38093269162811,0
"332","109425","5874",-1.02481502333914,0
"333","173748","590",1.11477705257839,0
"334","119273","59344",-1.73109038226277,0
"335","180064","596",1.29641109178524,0
"336","224001","5978",-1.21622483373715,0
"337","165955","5999",1.17814063677523,0
"338","191065","6000",-1.62145066297132,0
"339","139103","6035",1.00065448738052,0
"340","148222","6171",-1.41541760523478,0
"341","hsa-miR-484","619553",1.731183242,1.74e-08
"342","173780","6271",1.48106374293279,0
"343","192373","6273",-1.05310432501477,0
"344","191842","6279",-1.22566529712718,0
"345","101798","6280",-2.49522052790648,0
"346","203394","6288",-1.50116217255044,0
"347","146666","6289",-1.07374029110724,0
"348","175359","64108",1.05059102162193,0
"349","169984","6414",1.60702593199873,0
"350","221617","6428",-1.0898568055686,0
"351","161974","64326",1.33314273864043,0
"352","143997","6447",-2.04081795521948,0
"353","111499","64787",-1.87276749785467,0
"354","180998","6515",-1.19727879083625,0
"355","131551","6520",-1.05210096333647,0
"356","147936","6541",-1.16769817940474,0
"357","191944","6563",-2.26641202852729,0
"358","149581","6580",-1.92584584030223,0
"359","168788","65990",1.07918952178156,0
"360","127212","664",-1.04274750112122,0
"361","148152","6656",1.66258857799575,0
"362","235077","6657",1.7174604361783,0
"363","182906","6674",-1.06346188302495,0
"364","162429","6690",-1.34448470818624,0
"365","110571","6703",-1.58443999350034,0
"366","171458","6705",-1.75294281744688,0
"367","202007","6718",-1.01860485364833,0
"368","189708","6736",1.02969991268999,0
"369","119453","6781",-1.28378638933342,0
"370","139212","6860",-1.38856175032883,0
"371","156864","688",-1.04261636924728,0
"372","hsa-miR-532-5p","693124",2.244887059,2.71e-18
"373","hsa-miR-573","693158",2.503348735,6.41e-06
"374","hsa-miR-574-5p","693159",2.22650853,8.73e-18
"375","hsa-miR-577","693162",3.895302621,6.79e-60
"376","hsa-miR-584","693169",3.189033824,1.41e-42
"377","hsa-miR-585","693170",5.523561956,2.35e-14
"378","hsa-miR-589*","693174",1.910732662,3.23e-08
"379","hsa-miR-590-3p","693175",1.655351829,6.09e-06
"380","hsa-miR-592","693177",4.61176256,1.71e-52
"381","hsa-miR-615-3p","693200",1.922197848,5.88e-09
"382","hsa-miR-616","693201",1.704871964,6.21e-05
"383","hsa-miR-626","693211",-3.058893689,2.4e-10
"384","115526","7067",1.11373241677274,0
"385","104402","7071",-1.54311316301347,0
"386","131461","7099",1.1731473610881,0
"387","216775","7127",-1.16594352396953,0
"388","168741","7128",-1.47856151074181,0
"389","hsa-miR-652","724022",1.996388746,1.57e-12
"390","hsa-miR-660","724030",2.09423607,1.17e-10
"391","197447","7286",-1.5674544084551,0
"392","137311","7287",-1.48715498244323,0
"393","199751","729515",1.6404634116559,0
"394","137620","7343",-1.07661885357543,0
"395","150245","7410",-1.34248350391979,0
"396","157943","7422",-1.21765473722263,0
"397","174736","7425",-2.03752560307889,0
"398","156527","7494",-1.14477745605919,0
"399","103746","7633",-1.1818346824033,0
"400","195002","767",-1.16463554454354,0
"401","hsa-miR-671-3p","768213",1.500802053,5.9e-05
"402","hsa-miR-454*","768216",2.825785627,8.55e-13
"403","141854","770",1.15188378902962,0
"404","218206","7706",-1.57454624688194,0
"405","115022","7779",-1.39206950034854,0
"406","213674","783",-3.08721646151816,0
"407","117895","7857",-2.0307242387846,0
"408","186353","79094",-2.03939747264017,0
"409","191770","79132",1.01474706575232,0
"410","213577","79365",-1.50599323382376,0
"411","130410","79366",1.07211820108576,0
"412","176962","794",-2.32267141856238,0
"413","150358","7975",-1.02171051470777,0
"414","118274","7976",1.0616178663356,0
"415","180086","79844",-1.16392490732213,0
"416","125216","79905",-1.19011656718378,0
"417","219964","79930",-1.07804459955611,0
"418","127488","79949",-1.41529648051165,0
"419","223937","80036",1.03119154168556,0
"420","217984","8013",1.47753859838543,0
"421","127863","80215",-1.17053046888745,0
"422","199589","80307",1.3859287377278,0
"423","206923","80325",1.3012662099469,0
"424","211835","80760",1.01318895335522,0
"425","177973","8099",-1.22060678702172,0
"426","136928","81789",-1.12127947287287,0
"427","158397","81849",-1.60135931594164,0
"428","148434","8326",1.19306963884765,0
"429","172171","83481",-1.19982965315769,0
"430","133608","83539",1.07810770516043,0
"431","225617","8357",-1.79865721121614,0
"432","158472","8359",-1.03475524473337,0
"433","235646","83660",-1.07125110889464,0
"434","107292","83667",-2.09669995772058,0
"435","127646","8367",-1.44997433668397,0
"436","170538","83716",-1.13095758229378,0
"437","202436","83729",-3.20482203134418,0
"438","197694","83856",-1.26905621700693,0
"439","207506","84085",-1.00989844822849,0
"440","200743","84191",1.01135027140155,0
"441","100060","84217",1.27668652551174,0
"442","188708","8444",-1.27525381951727,0
"443","167105","84665",-1.47865084610451,0
"444","205172","84699",-1.92767436395509,0
"445","182088","8470",1.36223095586158,0
"446","104770","84707",-1.7159118823986,0
"447","161697","84777",-1.30943070693981,0
"448","108501","84812",1.01664990703932,0
"449","110709","84824",1.45060996176304,0
"450","192935","8490",1.07648783901273,0
"451","117299","84957",-1.19179882198868,0
"452","142499","84962",-1.80307618190376,0
"453","214878","8529",-2.71547287545201,0
"454","211949","8530",-1.31301121880666,0
"455","178238","8543",1.37168103851489,0
"456","218017","85480",-2.98527507020342,0
"457","127645","861",-1.0696570789755,0
"458","184148","8614",-3.46718236149882,0
"459","107328","8630",1.25656444799477,0
"460","198574","8639",-1.09637656494246,0
"461","138768","8676",-1.53804702163944,0
"462","109767","8714",-1.25508904261807,0
"463","207047","8820",1.01065128925614,0
"464","108934","8835",1.09783721523818,0
"465","115632","8913",-1.30388295749897,0
"466","144495","89849",1.04220668411802,0
"467","182574","9020",-1.01453209627725,0
"468","117883","9023",-2.26394693236973,0
"469","165901","9037",1.20738364095243,0
"470","161022","90507",1.06508068309432,0
"471","119569","90634",1.44398053366716,0
"472","220436","91370",-1.68928483208451,0
"473","131513","9173",-1.30938855088903,0
"474","141136","9181",-1.02797832983766,0
"475","132186","91851",1.07449111483836,0
"476","156186","91947",-2.13067023623299,0
"477","154892","9196",1.03360680758992,0
"478","217786","9204",1.23653326675553,0
"479","143308","92340",-1.05778127417806,0
"480","143239","9235",-1.27501060689261,0
"481","201462","93273",1.04394014915079,0
"482","220574","9462",-1.13907489500321,0
"483","164860","9572",-1.31316052154678,0
"484","109421","9590",1.03732176250066,0
"485","202118","971",1.05956727729037,0
"486","174993","9723",1.48327068878775,0
"487","119407","9818",-1.23506185160252,0
"488","225159","9830",1.07892520464592,0
"489","154628","9957",1.58334373207408,0
