"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","genes","symbols"
"604","172323_x_at",0.0849661056376103,5.91873834027007,0.841116466857815,0.419539304898412,0.627594051779487,-7.34086447796628,"Cel.21427","abu-6"
"648","172367_x_at",-0.421664628365938,7.27328916910333,-4.41911445667175,0.00123137562027844,0.00740954080021271,-1.74366407345877,"Cel.34250","math-26"
"662","172381_x_at",-0.752577537742379,9.85840292545478,-4.79652790384876,0.000685425964600889,0.00472797635643144,-1.12728783900645,"Cel.20530","nspd-1"
"684","172403_x_at",-0.267698241784075,5.31116505772821,-2.1725605660817,0.0543808390540054,0.145622734477083,-5.5906712426453,"Cel.7752","math-27"
"689","172408_x_at",0.0360054557986338,7.02443244128093,0.406781117137001,0.692562344897318,0.833602332994724,-7.62568917253795,"Cel.28630","ZK402.1"
"694","172413_at",0.089792987640596,4.19640317799948,0.7850680576295,0.450240374926521,0.655997478102595,-7.38775658477414,"Cel.26936","F52E10.3"
"821","172540_x_at",-0.100023626003089,6.56880465421098,-0.798205994509217,0.442914664966448,0.649235134102098,-7.37702022119137,"Cel.11177","twk-17"
"840","172559_at",0.0214566002954752,4.68297368717543,0.231812237256802,0.821262424706423,0.90708041789863,-7.68625591938277,"Cel.28281","Y54C5A.1"
"943","172662_x_at",0.0409790674145194,4.09682663046012,0.45973643975057,0.655336166288874,0.809657782763922,-7.60100474795907,"Cel.22540","Y57G11C.21"
"975","172694_x_at",0.15565213967595,5.40077686021438,1.24982913953608,0.239241720837064,0.435080252763578,-6.91935508588962,"Cel.7976","glb-26"
"1010","172729_x_at",-0.156973942369831,12.8618889961655,-1.877168224332,0.0893232975601536,0.21279911393607,-6.05753727380464,"Cel.15450","col-73"
"1019","172738_x_at",0.510233981169446,11.5375265091027,4.75840091167883,0.000726551283004595,0.00493788608530459,-1.1887248504467,"Cel.23433","cyb-2.1"
"1036","172755_x_at",0.373714873912762,7.3703238267158,3.68918041625345,0.00403659204437646,0.0184911712905482,-2.9814300094996,"Cel.19461","lin-9"
"1072","172791_x_at",-0.0315805224776433,5.68623666068129,-0.324444233372376,0.752148977375622,0.870409217591092,-7.65824337290496,"Cel.36980","K08C9.7"
"1150","172869_x_at",0.188038154205437,9.03084158227849,1.92249637641385,0.0828532119536796,0.200965806504564,-5.98786326589559,"Cel.20764","bli-4"
"1151","172870_x_at",0.305457936129084,8.81235479632896,2.8317389747552,0.0174547700500606,0.0589569110883434,-4.47517758481178,"Cel.20764","bli-4"
"1204","172923_x_at",0.176490155589951,8.18190962559275,2.27414809061119,0.0457223703404292,0.126913093970336,-5.42406726687477,"Cel.17712","letm-1"
"1216","172935_x_at",-0.566371594879772,9.26745696764956,-4.0376176287579,0.00227100068950454,0.011843650862367,-2.38399391865218,"character(0)","gsp-4"
"1221","172940_x_at",-0.0125871329206717,7.49609034979735,-0.113152778781189,0.912102687989293,0.954665506494529,-7.7086097722864,"Cel.17916","sex-1"
"1244","172963_x_at",-0.0222680659354832,10.2030153435614,-0.195191879456619,0.849071141053167,0.922151401588258,-7.69478480590742,"Cel.13080","rpb-12"
"1301","173020_s_at",0.0743141870626793,7.009531806631,0.613209145285378,0.553147718307373,0.735931879032598,-7.513310521763,"Cel.2943","T19A5.1"
"1340","173059_at",0.449783786325163,10.423132553918,4.08021036476541,0.00211897291287352,0.0112249501647772,-2.31172409721059,"Cel.16886","lfi-1"
"1350","173069_at",-0.111418212442009,6.38165562246525,-1.07252783234448,0.308170420056876,0.515211390954468,-7.11847612140519,"Cel.7420","M02E1.1"
"1356","173075_at",0.0456170803924429,5.48590636094227,0.53729646391753,0.602571287524251,0.770802022968065,-7.55965098885211,"Cel.17439","ptp-1"
"1366","173085_at",-0.442015216866539,4.99407947127544,-4.42022115145701,0.0012292262348045,0.0074063821930953,-1.74183067851833,"Cel.22920","klc-2"
"1386","173105_at",-0.175673702678591,4.1723080612313,-2.31338876767448,0.0427480979494823,0.12031045106444,-5.35903743928549,"Cel.7622","aff-1"
"1401","173120_s_at",0.333252929791848,7.52197377261422,2.76265354242195,0.0196732071095676,0.0649885108561786,-4.59489611180743,"Cel.22805","npp-5"
"1406","173125_s_at",-0.768427646333574,8.01766576632536,-8.05939454343534,9.68668175887132e-06,0.000212159898155337,3.40649628403324,"Cel.23117","unc-44"
"1414","173133_s_at",0.123216072081126,9.5214708517457,1.55714435936801,0.149856319873717,0.312430818019061,-6.52389896675359,"Cel.7456","cls-2"
"1436","173155_at",0.180148819970244,9.46990766308946,1.61996101878595,0.135670400942676,0.29188114357786,-6.43626544406242,"Cel.7372","C31H1.8"
"1441","173160_s_at",-0.233807279468015,7.07814145551478,-2.95577727348152,0.0140840818982444,0.0496962496799407,-4.2594193910058,"Cel.3730","F36D3.1"
"1447","173166_at",0.0405354604917711,3.8155699984955,0.498092029044505,0.628969279135443,0.790430617896273,-7.58132011494634,"Cel.24474","fipr-25"
"1458","173177_s_at",0.175583334710571,5.76183999469714,2.04351161362135,0.067660497070444,0.172156854050697,-5.798177637895,"Cel.6460","F21H7.2"
"1467","173186_s_at",-0.043374272999559,6.85104916578516,-0.465779118980008,0.651147945251665,0.806829095014566,-7.59800369866775,"Cel.14092","Y38F1A.2"
"1478","173197_at",-0.217739451770305,5.30820050626399,-1.95834763325875,0.0780479662980304,0.192440631810477,-5.93220759925672,"Cel.177","kin-1"
"1514","173233_s_at",0.23261852179505,4.64898467270208,2.40914474667043,0.0362583781660281,0.105782824759044,-5.19895110596342,"Cel.11954","zip-7"
"1516","173235_at",0.010291278272005,4.61623974229081,0.136607992437557,0.893995956422929,0.94627642171082,-7.7054051015446,"Cel.12082","col-109"
"1569","173288_at",-0.0642910988250618,4.25978609091664,-0.620242042224839,0.548686747644827,0.732757520126177,-7.50872873745025,"Cel.5774","spd-5"
"1577","173296_at",-0.054813513576697,4.91588744308101,-0.54582062710217,0.596908361709103,0.766722589058048,-7.55473403087871,"Cel.20013","dig-1"
"1584","173303_s_at",0.0541447460172311,7.40359541186145,0.54031580923293,0.600562232109407,0.769296185882964,-7.55791770993024,"Cel.24118","cogc-4"
"1627","173346_at",0.34223060053385,8.12939597039368,3.52983777801372,0.00527511634467156,0.022846227094658,-3.25767442994837,"Cel.6768","npp-13"
"1664","173383_s_at",0.561958855199929,8.90717475408286,5.57087682824108,0.00021955236759402,0.00208625464796921,0.0777535283603425,"Cel.4946","T01B7.5"
"1695","173414_s_at",0.177800296700336,4.84241861071889,1.54263972530579,0.153311733250664,0.317877379471799,-6.54383287656836,"Cel.6361","fox-1"
"1704","173423_at",0.0213569606880877,3.57734303209551,0.266904130731683,0.794854649669619,0.893873209312187,-7.67672585250412,"Cel.22903","unc-43"
"1767","173486_at",0.0533011637727316,9.09327959738413,0.29624901021229,0.772976311097172,0.882204558600924,-7.66774175388816,"Cel.22783","F31C3.4"
"1776","173495_at",0.370895746002055,4.72033375355262,3.93821316248575,0.00267198467493045,0.0133712960999366,-2.55335046147747,"Cel.6032","K11G9.5"
"1817","173536_s_at",-0.0769618021220317,10.3913305164314,-0.855950596613109,0.411655923345389,0.619592553598285,-7.32798185760873,"Cel.12690","mcu-1"
"1831","173550_at",0.139535704425098,8.34191611945756,1.59528684730349,0.141094335178355,0.299911624709722,-6.47093620794577,"Cel.3571","F45D3.4"
"1845","173564_at",-0.490054663381506,8.04836716955411,-4.10483314831387,0.00203598949504112,0.0108951970030678,-2.27002921280149,"Cel.9875","Y37D8A.4"
"1872","173591_at",0.343027815400045,11.3103651423097,3.77442860486022,0.0035020844657854,0.0165175445149874,-2.83433243287929,"Cel.22803","patr-1"
"1906","173625_s_at",-0.431513613114016,5.54025725147966,-3.56328430762051,0.00498589955909538,0.0218489206903996,-3.19956621033062,"Cel.5277","kcnl-2"
"1933","173652_at",0.306587512193239,9.38860833775083,2.39945007222253,0.0368689608290588,0.107135915586624,-5.21524319226836,"Cel.23040","unc-61"
"1971","173690_at",0.443903288850166,9.37567728927531,3.41239166013792,0.0064356417394196,0.0266483152185887,-3.46214033080103,"Cel.17314","F46B6.5"
"1981","173700_at",-0.137446961911948,6.13511937928838,-1.80575107960078,0.100471960130039,0.232455066769826,-6.16564825193146,"Cel.7222","T03D3.5"
"1982","173701_s_at",-0.0671008285425341,6.52430789769441,-0.748006101340231,0.471328860514396,0.674583468442448,-7.41718908517862,"Cel.7222","T03D3.5"
"1987","173706_at",0.0655238749328344,5.56071417104778,0.467287302818735,0.650104581633944,0.80620570765956,-7.59724881389065,"Cel.6340","ZK154.6"
"2010","173729_at",-0.0213242882898248,4.2504194775871,-0.243342354784569,0.812558033160463,0.902634814441355,-7.6832708205527,"Cel.9096","T22F3.11"
"2016","173735_s_at",0.0601578790250041,3.80605524353343,0.655380945655246,0.5267081715152,0.716151270762899,-7.48511350801199,"Cel.7651","T21C9.9"
"2027","173746_s_at",-0.175889744420106,10.2520880036073,-2.26761166546029,0.046236901219286,0.127980167615163,-5.43486462365636,"Cel.23118","F15C11.2"
"2041","173760_s_at",-0.155672144928146,7.86092744339828,-1.49591799180079,0.164919818847922,0.335097521457947,-6.60724643017412,"Cel.16732","lrp-2"
"2061","173780_at",0.0560521841783208,5.64450077849316,0.728142714233772,0.482885958913071,0.683513638736624,-7.43243863808761,"Cel.22788","K04C1.3"
"2068","173787_at",0.481444683866101,4.34736186774144,4.742356665345,0.000744632661044755,0.00502904894213062,-1.21463530020474,"Cel.14047","Y47G7B.2"
"2070","173789_at",0.125413358675111,9.53676018118549,0.836397783277535,0.422068301719352,0.629851810600779,-7.34492132923363,"Cel.22808","rsp-3"
"2082","173801_at",0.417190415554474,9.31448532657042,3.80187242060456,0.00334613614860505,0.01593146682706,-2.78709479746347,"Cel.8899","F54C8.4"
"2099","173818_at",-0.144334414120607,6.19898343263736,-1.11411294023097,0.290761366827644,0.496009650940599,-7.07388743402284,"Cel.5997","scd-1"
"2100","173819_s_at",-0.186661026261502,7.2024726472794,-1.62431998007462,0.134731683170497,0.290425336483661,-6.43010772999675,"Cel.5997","scd-1"
"2145","173864_at",0.243522066600857,9.57047845910895,3.02585336648997,0.012479079204623,0.0452394114732567,-4.13719912438015,"Cel.18357","hst-1"
"2160","173879_at",0.219424864144697,5.8043189028714,2.08871563535274,0.0626917650897054,0.162396463438631,-5.7260627018297,"Cel.7702","F52B5.2"
"2165","173884_at",0.0584225102438909,7.8678638576588,0.675176600202139,0.514557592474499,0.706766969993658,-7.47128328335392,"Cel.17016","C18B12.4"
"2201","173920_at",-0.137619762369569,9.71107523579122,-0.920503873892451,0.378538212979554,0.58813535700195,-7.26967162023773,"Cel.17698","B0303.3"
"2204","173923_at",0.466825020943597,8.52379563537581,3.47347059077972,0.00580242703332503,0.0245658517269796,-3.3557307229485,"Cel.7194","cids-2"
"2205","173924_at",0.21931827033263,5.05147631873097,2.27616767086165,0.0455645178246555,0.126568105068487,-5.42072912310941,"Cel.6411","shn-1"
"2220","173939_at",-0.703058507428581,8.36941851425384,-5.2865646231868,0.000330182506084779,0.00279370949894096,-0.355091023185413,"Cel.6385","erd-2"
"2225","173944_at",0.289085749682095,4.79110951809606,3.26885851379003,0.00821951613411242,0.032274653338128,-3.71266427835845,"Cel.17610","K10D3.4"
"2236","173955_at",0.428759006966294,9.14614970820164,4.89506211057097,0.00059017215629274,0.00423355898418619,-0.969404236764214,"Cel.22774","C15C8.4"
"2257","173976_at",0.43378495773351,8.33904921045424,3.57359413656581,0.00490009841074688,0.0215520543858982,-3.18166669890935,"Cel.34206","ani-1"
"2258","173977_at",0.259143669736654,8.87329215448254,1.56090553239307,0.14897153511527,0.311327484635788,-6.51871116689124,"Cel.5226","duo-3"
"2275","173994_at",0.44115468542935,11.2339200264246,5.01152553436636,0.000495394297492466,0.00374108677595696,-0.78447210668687,"Cel.32382","ife-3"
"2289","174008_at",0.103194742967022,5.14706177446544,1.32127096546747,0.215244680622328,0.405285527553277,-6.83276828818281,"Cel.11244","C34F6.1"
"2298","174017_at",0.294061195870908,9.84463492408315,3.17208046441319,0.00970227541881934,0.0369988170151336,-3.88177375638714,"Cel.17842","nhr-49"
"2303","174022_at",0.778800650250965,7.87988905758803,7.04747747611218,3.14567668563066e-05,0.000512758897783817,2.14786978992192,"Cel.12546","nhr-66"
"2304","174023_at",0.25484155979546,5.33709789159868,2.72604332744205,0.0209612726958479,0.0683651138451143,-4.65817156245109,"Cel.22865","nhr-11"
"2314","174033_at",-0.165883843236083,7.00983006736255,-1.5996858072032,0.140113499698118,0.298443601079828,-6.46477829024542,"Cel.23117","unc-44"
"2319","174038_at",0.277617749532567,7.1858830912657,2.31954979898721,0.0422985080176225,0.119252802978032,-5.34879563682224,"Cel.17260","pac-1"
"2326","174045_s_at",-0.0662230286182126,4.32187821369611,-0.724559173350146,0.48498973307444,0.68476379977239,-7.43515045989322,"Cel.17739","snf-1"
"2348","174067_at",0.657714774848721,8.01780922625164,4.59311789371769,0.00093757356792945,0.00601814617711627,-1.45724551987254,"Cel.5738","F33H1.4"
"2370","174089_s_at",0.291511541452246,8.07123582079878,2.68450634221819,0.0225250912779793,0.0723598168627407,-4.72980230827942,"Cel.22627","Y66D12A.15"
"2376","174095_at",0.734480114055967,7.29239146297825,7.44233016007277,1.95964931150935e-05,0.000356153011233963,2.65344747214651,"Cel.8627","C05D11.7"
"2378","174097_at",0.315199852366157,6.91784754343624,3.1347359023307,0.0103452157436657,0.038989184067341,-3.94703290679399,"Cel.5079","etr-1"
"2388","174107_at",-0.0587140139936277,7.06782775405417,-0.628825409971936,0.54327015776815,0.728989224808992,-7.50307124662251,"Cel.7207","C53D5.1"
"2394","174113_at",0.111804238850596,8.72915821261027,0.864330752780379,0.407247431442564,0.615948468239054,-7.32061796622482,"Cel.17404","F26B1.2"
"2405","174124_at",0.159516533480302,9.4699464369096,1.44014134489696,0.179767704987791,0.356901046450402,-6.68130263823574,"Cel.7511","npp-7"
"2451","174170_at",0.449085778766506,7.37638365603299,3.079094580395,0.0113847781882624,0.0420333887907043,-4.04424000578425,"Cel.8627","C05D11.7"
"2459","174178_at",-0.00696342042726883,5.2197403544734,-0.069612190915696,0.945846451198095,0.972230973529458,-7.7129659040408,"Cel.6879","pqn-13"
"2469","174188_at",0.256552022135509,5.94577284360027,2.73894312519595,0.0204980575798132,0.0671436166945429,-4.63589048406008,"Cel.7511","npp-7"
"2475","174194_at",0.166091742315391,5.09862132614525,1.25223167717928,0.238400641843879,0.434214661223455,-6.91650005961019,"Cel.5917","C35C5.6"
"2477","174196_s_at",-0.379703807915552,4.8802339262455,-4.09587541778972,0.00206577707102708,0.0110153679547461,-2.28519052082118,"Cel.771","him-4"
"2502","174221_at",-0.129739804294286,7.65473470526143,-1.36510134316313,0.201534434635863,0.386875664656066,-6.77796291240093,"Cel.6790","tag-260"
"2591","174310_at",-0.260736564820495,5.10511174797158,-1.98054276336602,0.075205123054198,0.187123711547479,-5.89751844199048,"Cel.17169","Y71G12B.11"
"2662","174381_at",-0.261310674656061,6.08871467342788,-2.79017234064509,0.0187574842445519,0.0625152195577708,-4.54725485089761,"Cel.17505","dgk-2"
"2663","174382_s_at",-0.159004020969436,7.2440570267615,-1.60974915112651,0.13789235034039,0.294906364160255,-6.45065297533405,"Cel.17505","dgk-2"
"2730","174449_at",-0.119955125483379,8.91734892940417,-1.49332306907625,0.165586334570548,0.335938918549019,-6.61073210355599,"Cel.17799","hlh-11"
"2746","174465_at",-0.105825680930142,4.88614899897826,-1.3183734732021,0.21617771962727,0.406614307960749,-6.8363469671667,"Cel.3052","K09C6.7"
"2772","174491_at",0.298508649546321,8.91246464126672,3.00295867847257,0.0129819556578785,0.0467181082804995,-4.17714927230262,"Cel.6747","F16A11.1"
"2868","174587_at",0.397598661042497,5.25602909654509,4.12547971872692,0.00196903619533545,0.0106307526750954,-2.23511586121065,"Cel.7637","ham-1"
"2870","174589_at",0.0971326322618546,6.93472481528396,0.868959978485567,0.40482611974957,0.613556852479661,-7.31652356929576,"Cel.17136","sax-7"
"2871","174590_s_at",0.045963481480447,8.3011142950144,0.415629063334646,0.686279077395251,0.829363110275125,-7.62176747007639,"Cel.17136","sax-7"
"2885","174604_at",0.267888747421534,8.93546108409009,2.3253753228558,0.0418776297585974,0.118331631483485,-5.33910385717073,"Cel.23343","wago-9"
"2888","174607_at",-0.259598835851182,4.69831068822654,-2.3156536068826,0.0425822884346589,0.119917264969864,-5.35527345850367,"Cel.8601","glb-33"
"2889","174608_s_at",-0.0837379572107624,4.90272073562389,-0.887120985913408,0.39542302567206,0.605348532094889,-7.3002791763248,"Cel.8601","glb-33"
"2919","174638_at",0.455208419593435,8.11519141985008,4.26801753528182,0.00156553922210337,0.00894001133268268,-1.99533397557368,"Cel.12005","rig-4"
"2985","174704_at",0.367758650873325,7.28221613599482,2.16660646116309,0.0549344550466928,0.146844523326019,-5.60035205939465,"Cel.18601","ccpp-1"
"2991","174710_s_at",-0.10512044071889,8.25293963309921,-1.12466228220506,0.286468253565921,0.491085333908846,-7.06236448368974,"Cel.17739","snf-1"
"3007","174726_at",0.108276845652146,9.49306136601842,0.684984819979518,0.508599960372726,0.702473642087344,-7.46429135910967,"Cel.17664","rskn-1"
"3020","174739_at",-0.112017897638567,3.86306435414266,-1.47565980999583,0.17018544363498,0.342883655880633,-6.6343550695114,"Cel.23068","D2045.9"
"3023","174742_at",0.216962179335235,11.0953263042154,2.46417338408702,0.0329758549766938,0.0982328793742854,-5.10614370577614,"Cel.18080","spk-1"
"3075","174794_at",0.239329499026312,8.70329654576306,2.5616076062365,0.0278658157500485,0.0858708909486309,-4.94056536408368,"Cel.5360","ceh-38"
"3076","174795_at",-0.0805668450620125,12.9966884688782,-0.95118459047101,0.363476815369405,0.573677219932528,-7.24069962995531,"Cel.17615","act-4"
"3087","174806_at",-0.442226257889963,7.05466782851525,-2.44045471451139,0.0343533124048754,0.101473913192303,-5.14621325522131,"Cel.5997","scd-1"
"3088","174807_s_at",-0.359913081642185,7.22708843125026,-3.74793722347881,0.00365981062646829,0.0171222529825983,-2.87998622272414,"Cel.5997","scd-1"
"3110","174829_at",0.0940053676928203,5.30291803114106,1.09716757615353,0.297761452721683,0.503881706771598,-7.09221833170321,"Cel.13723","ZK1067.2"
"3120","174839_at",0.934878355183275,6.27765207699198,10.1338371101926,1.18760785308931e-06,4.07115570850692e-05,5.64793723007061,"Cel.21278","fkh-7"
"3125","174844_at",0.0429961058607891,9.65367135600559,0.427352414960973,0.677992290830478,0.824353803742453,-7.61644572469172,"Cel.23150","cyld-1"
"3140","174859_at",0.353257106564495,7.65995986798203,2.47071842373042,0.0326054050145356,0.0973458293880044,-5.09506941919771,"Cel.16993","ncbp-1"
"3150","174869_at",0.137307413197574,4.29231068124071,1.6965553861201,0.119997240251887,0.265935699941126,-6.32667707275857,"Cel.8043","tbx-2"
"3157","174876_at",-0.27644715362215,7.63032628502557,-3.31650111064239,0.00757699659491115,0.0303200473929722,-3.62945349074909,"Cel.5590","Y69A2AR.7"
"3168","174887_at",0.0943657211038378,7.40209671572677,1.14532803562449,0.278201393459154,0.481510597231745,-7.0395470377717,"Cel.5152","dic-1"
"3180","174899_at",0.127747281348292,9.3325617166282,1.5468498862925,0.152301634945952,0.316135474102881,-6.53805868800271,"Cel.17866","let-92"
"3200","174919_at",-0.0724911230464746,4.49352795477401,-0.7379790671796,0.477140808831002,0.678822285090953,-7.42493314775546,"Cel.19340","ttx-1"
"3243","174962_at",0.0565216845712166,5.11088900824118,0.563512704320682,0.585244637671162,0.758239074829136,-7.54429613169726,"Cel.14056","Y46G5A.15"
"3245","174964_at",0.305097907805898,8.31274606139855,2.90631213230464,0.0153414906446503,0.0532608908754357,-4.34556602801499,"Cel.36534","meg-1"
"3246","174965_s_at",0.42934207113591,8.72539015287114,3.46019453635208,0.00593436613381362,0.0250121150852334,-3.3788469064146,"Cel.36534","meg-1"
"3271","174990_at",0.201204657273733,8.55319808361624,1.64536949705309,0.130279484772794,0.283366020283068,-6.40023575616196,"Cel.5110","ubr-1"
"3320","175039_at",0.101433686820329,10.3461024423722,1.07315176525888,0.307903457424557,0.515031474510616,-7.11781706571838,"Cel.17614","dnj-13"
"3368","175087_at",0.346151426864114,7.57414787265645,3.00460805077215,0.0129450497746501,0.0466288838712225,-4.17427176440211,"Cel.5820","T26A8.1"
"3372","175091_at",0.210250481778187,5.17389881671721,2.55419349367418,0.0282254891956139,0.0867429629245808,-4.95321612946098,"Cel.20305","Y71G12A.4"
"3399","175118_s_at",0.0971498760514322,10.1377863059917,1.07274423229048,0.308077808881211,0.515094622076368,-7.1182475743578,"Cel.17317","cct-2"
"3462","175181_at",0.237205763320159,4.87015316768762,2.62761002391612,0.0248576855294885,0.0783604323405397,-4.82761116482882,"Cel.23117","unc-44"
"3521","175240_at",-0.40436441196935,4.94797379240879,-3.84139874184457,0.00313413524351735,0.0151258126886903,-2.7191668788742,"Cel.7576","C03F11.4"
"3530","175249_s_at",-0.115521350266491,8.26468700676671,-0.659249525299243,0.524320416207673,0.714116825418727,-7.48244040978739,"Cel.16885","eif-3.C"
"3610","175329_s_at",0.0991734293873803,4.39252265712469,1.12861369192125,0.284872952576135,0.488845833509134,-7.05802660533182,"Cel.20280","cah-2"
"3627","175346_at",-0.137398152861649,7.6451849197657,-0.970882392204145,0.35403733035657,0.563415600827125,-7.22168012309805,"Cel.5788","tag-172"
"3641","175360_at",0.0371385720809618,5.86376294723636,0.258831126415268,0.800907252459453,0.896656271309571,-7.67903556073915,"Cel.11113","ceh-41"
"3664","175383_at",-0.285175897439964,5.39993382207969,-3.2647597508439,0.00827734203813007,0.0324735327922131,-3.71982477910546,"Cel.10335","K01B6.3"
"3693","175412_at",-0.735883620701518,8.75979535431795,-9.3949196909447,2.40200760909843e-06,7.1372409952132e-05,4.89641270640307,"Cel.10326","ceeh-1"
"3719","175438_at",0.0799995758588716,4.84847374814548,1.05991641494081,0.313604328318213,0.521081453267571,-7.13173180333782,"Cel.7179","glb-11"
"3726","175445_at",0.329690151560345,5.59505570945732,3.45723981310285,0.00596414960755672,0.0250971230349004,-3.38399267506905,"Cel.17393","T23G5.2"
"3738","175457_at",0.283638337419689,7.2049413401469,3.02099463639204,0.0125841209732313,0.0455629774681394,-4.14567875246623,"Cel.16349","Y63D3A.8"
"3751","175470_at",0.662929719023495,8.15044166661707,4.40608302110832,0.00125698527432822,0.00752760503750023,-1.76526352906045,"Cel.5418","F41B4.1"
"3787","175506_s_at",-0.0177825651715624,4.35198152496053,-0.221963489341752,0.828717701888193,0.911619173217545,-7.68869217651246,"Cel.9323","unc-46"
"3795","175514_at",0.492819776600225,8.59958793840507,4.53388789369496,0.00102824581927943,0.0064603274805977,-1.55431994572627,"Cel.19156","cdc-7"
"3842","175561_s_at",0.143362422341468,8.59906593015421,1.52745332031193,0.157004094299846,0.323605505469074,-6.56457933031043,"Cel.23117","unc-44"
"3846","175565_s_at",0.231186551541109,11.1553149016669,2.97395187211426,0.0136487274371318,0.048592046933927,-4.22773876522412,"Cel.23369","pbs-6"
"3848","175567_at",-0.0508130939188955,8.79376306389872,-0.404590363720538,0.694121880651228,0.834635817906783,-7.6266475722787,"Cel.17482","rab-11.1"
"3860","175579_at",0.365303145971879,8.52325682920411,3.86376571610814,0.0030204223681998,0.0146993022328502,-2.68078580386028,"Cel.11777","exos-2"
"3897","175616_at",0.489103142798614,8.22284866442143,3.76787709093068,0.00354042067299111,0.0166532261385497,-2.84561794482387,"Cel.5328","par-3"
"3918","175637_at",0.232793172179695,7.31473033852771,1.30333604528553,0.221073972869469,0.412996336898005,-6.85482991752444,"Cel.6048","pct-1"
"3944","175663_at",-0.000470549912185092,4.64994421973143,-0.00617340013686422,0.995193289968772,0.997397483302036,-7.71559936609364,"Cel.7338","nhr-25"
"3947","175666_s_at",-0.256544966914314,4.81644358742931,-2.59608034997127,0.0262522038301424,0.0817783438877834,-4.88164259619684,"Cel.20764","bli-4"
"3950","175669_at",0.464736809161606,8.85334460895126,5.43063382388014,0.00026812161185315,0.00240915467362093,-0.134350093297446,"Cel.20764","bli-4"
"3951","175670_s_at",-0.109154337385903,4.3415510545532,-1.19945263555082,0.257437411928351,0.457183786882177,-6.97828153911831,"Cel.17494","cyd-1"
"3959","175678_at",1.45873557466026,6.70338146473907,13.4778288318483,7.78959925760233e-08,5.07382568900196e-06,8.53855852495108,"Cel.18378","daf-16"
"3962","175681_at",0.420411099184204,12.113799502139,3.91260554721977,0.00278683816326495,0.0138302727448716,-2.59712849831286,"Cel.7608","cyb-3"
"3972","175691_s_at",-0.785181106217617,10.0657290847265,-10.1352126539376,1.18609933292135e-06,4.07115570850692e-05,5.6492923285442,"Cel.19573","let-805"
"3985","175704_s_at",0.0517649671768758,9.0084313098889,0.626243989950124,0.544895949354893,0.73004505561405,-7.50478029020696,"Cel.34379","R151.10"
"4007","175726_s_at",-0.856252734689754,6.31121906920426,-8.89621805592218,3.96533657383503e-06,0.000103957983757842,4.36101898313481,"Cel.19601","nhr-3"
"4008","175727_s_at",0.375716484256446,5.71837259957759,4.10219367569856,0.00204471953907927,0.0109340060438829,-2.27449576028836,"Cel.7980","add-1"
"4013","175732_at",0.16447419262084,5.83519464892102,2.17893793547776,0.0537938020381933,0.144512558906925,-5.58029146182028,"Cel.7980","add-1"
"4019","175738_s_at",0.213934308343172,7.89142464587816,1.66508353351976,0.12622936032337,0.276149611034253,-6.37205718568605,"Cel.6733","lit-1"
"4032","175751_s_at",0.3231825834362,10.8877670855814,3.98657575137964,0.00246836997545456,0.0125583248694984,-2.47083655185398,"Cel.20874","nmy-2"
"4040","175759_at",-0.0448060933226477,7.00696409859416,-0.505914465444659,0.623656564728295,0.786391895278252,-7.57712096869737,"Cel.5733","sma-6"
"4060","175779_at",-0.821506753819445,6.51504123956328,-7.13781331022593,2.818328485475e-05,0.000471283680590331,2.26523167790065,"Cel.667","pkc-2"
"4061","175780_at",0.0628002995793722,4.76672726415506,0.766986717465843,0.460451068713975,0.665370468777778,-7.40227414600295,"Cel.667","pkc-2"
"4062","175781_s_at",-0.146642859210339,5.16692285061431,-1.97628549974569,0.0757427701271386,0.188051626508307,-5.90418573372951,"Cel.667","pkc-2"
"4101","175820_s_at",-0.0515772633781584,5.361683125272,-0.48955093488988,0.634795463005369,0.794811696208992,-7.58583383596216,"Cel.22903","unc-43"
"4102","175821_s_at",-0.217668845826084,8.8481032766389,-2.08948465059777,0.0626103107729288,0.162220267992328,-5.72483034996095,"Cel.22903","unc-43"
"4103","175822_at",-0.518149702670091,6.87478383637533,-5.16265644092183,0.000395868282720413,0.00317607088530119,-0.547243561266723,"Cel.18210","egl-19"
"4104","175823_s_at",0.276984404403578,8.17881004896477,3.1016328993189,0.0109514307320644,0.0408130654444007,-4.00487014572431,"Cel.18378","daf-16"
"4105","175824_s_at",-0.132464000300962,8.96973452970425,-0.960511039752803,0.358985013154462,0.568690374080641,-7.2317348571724,"Cel.22903","unc-43"
"4106","175825_s_at",0.0288913862500264,4.09626534467797,0.323656865960035,0.752727868449818,0.870638750018785,-7.65852010448407,"Cel.11177","twk-17"
"4107","175826_s_at",1.08957529107365,8.14518575308938,11.6737799256575,3.11262003504943e-07,1.43720465904068e-05,7.07275918260308,"Cel.8028","pdk-1"
"4198","175917_at",0.809260104929344,7.47550094833134,5.97858809321675,0.00012473472040565,0.00138815693515879,0.678841521198466,"Cel.5418","F41B4.1"
"4220","175939_s_at",0.378317858141548,11.373889502448,5.00041765832083,0.000503692922915466,0.00378480650314261,-0.80203109285144,"Cel.20004","C30A5.3"
"4231","175950_s_at",1.23268169958201,6.81950659800927,10.8953048395377,6.00239398025548e-07,2.4121521101826e-05,6.37477571092917,"Cel.8028","pdk-1"
